DATAFLOW,LAST UPDATE,freq,unit,sex,sizeclas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IE,2014,21.56,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IE,2018,19.78,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IE,2022,19.79,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IS,2006,11.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IS,2010,8.99,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IS,2014,7.54,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IS,2018,11.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IS,2022,4.39,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IT,2006,10.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IT,2010,12.36,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IT,2014,9.44,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IT,2018,8.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,IT,2022,8.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LT,2006,29.12,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LT,2010,27.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LT,2014,23.96,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LT,2018,22.33,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LT,2022,17.86,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LU,2006,13.18,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LU,2010,13.06,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LU,2014,11.94,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LU,2018,11.38,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LU,2022,14,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LV,2006,30.9,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LV,2010,27.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LV,2014,25.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LV,2018,23.49,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,LV,2022,23.26,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,ME,2014,27.25,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MK,2010,28.25,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MK,2014,25.13,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MK,2018,16.06,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MK,2022,8,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MT,2006,14.43,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MT,2010,17.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MT,2014,15.08,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MT,2018,15.51,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,MT,2022,15.92,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NL,2006,17.74,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NL,2010,17.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NL,2014,17.98,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NL,2018,18.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NL,2022,16.31,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NO,2006,6.48,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NO,2010,7.27,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NO,2014,8.29,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NO,2018,8.71,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,NO,2022,8.45,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PL,2006,24.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PL,2010,24.16,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PL,2014,23.56,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PL,2018,21.87,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PL,2022,18.96,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PT,2006,20.72,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PT,2010,16.08,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PT,2014,12.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PT,2018,3.95,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,PT,2022,1.77,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RO,2006,26.85,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RO,2010,25.82,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RO,2014,24.4,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RO,2018,20.01,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RO,2022,23.87,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RS,2014,22.91,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RS,2018,17.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,RS,2022,21.89,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SE,2006,1.77,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SE,2010,2.51,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SE,2014,2.64,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SE,2018,3.61,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SE,2022,4.05,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SI,2006,19.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SI,2010,17.14,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SI,2014,18.47,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SI,2018,16.52,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SI,2022,9.38,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SK,2006,18.3,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SK,2010,19.03,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SK,2014,19.21,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SK,2018,16.01,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,SK,2022,13.36,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,TR,2006,0.24,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,TR,2010,0.4,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,TR,2014,0.46,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,TR,2018,0.81,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,UK,2006,21.77,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,UK,2010,22.06,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,UK,2014,21.26,,
ESTAT:EARN_SES_PUB1S(1.0),09/02/26 23:00:00,A,PC,T,GE10,UK,2018,16.98,,
